MEMBER;PRODUCT ID;MEMBER_PRODUCT_ID;NAME_DEFAULT;UPLOAD THIS BRAND;PRIMARY_CATEGORY_ID
MILWAUKEE;10013-0000-7240;a128X00000CY1ShQAL;The Limited Blue Flower Sleevel ess Dress Womens SZ 2;The Limited;womens-dresses-sleeveless
MILWAUKEE;10013-0000-4200;a128X00000CXy0fQAD;The Limited Blue Boyfriend Dist ressed Jeans Womens SZ 2;The Limited;womens-jeans-straight-boyfriend
MILWAUKEE;10013-0000-16303;a128X00000CYCBhQAP;The Limited Women's 917 Straigh t Leg Jeans Size 2 Short;The Limited;womens-jeans-straight-boyfriend
MILWAUKEE;10013-0000-13780;a128X00000CY9B5QAL;The Limited Ribbed Knit V Neck Sweater Burgundy Long Sleeve Size M;The Limited;womens-sweaters-v-neck
MILWAUKEE;10013-0000-4429;a128X00000CXyHRQA1;The Limited Color Block Pattern ed Sleeveless Blouse Size Small;The Limited;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-8409;a128X00000CY2fDQAT;The Limited Shirt Womens  Aqua Blue Paisley V-Neck Top Size XS;The Limited;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-8816;a128X00000CY38UQAT;The Limited Women's Short Sleev e Teal Blue Pattern Peasant Blouse Size M;The Limited;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-7064;a128X00000CY1GMQA1;The Limited Women's Yellow Flor al Short Sleeve Knit Blouse Top Size L;The Limited;womens-tops-blouses-blouses
MILWAUKEE;10013-0000-10900;a128X00000CY5dPQAT;The Limited Black Collared Slee veless Button Up Fitted Top Size L;The Limited;womens-tops-blouses-button-ups
MILWAUKEE;10013-0000-22207;a128X00000CYJ3zQAH;The Limited Colorblock Striped Long Sleeve Shirt Women's Size M;The Limited;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-61733;a128X00000B8v4pQAB;The Limited Dark Blue Long Slee ve Blouse;The Limited;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-21297;a128X00000CYI0pQAH;The Limited Gray Long Sleeve Wo ol Shirt Size S;The Limited;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-19588;a128X00000CYGDDQA5;The Limited Women's Long Sleeve Shirt Size S New With Tag;The Limited;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-11627;a128X00000CY6TMQA1;The Limited Yellow Goldenrod Bl ack White Floral Bell Sleeve Blouse Size M;The Limited;womens-tops-blouses-long-sleeve
MILWAUKEE;10013-0000-11935;a128X00000CY6t4QAD;The Limited Floral V Neck Sleev eless Top Size Small;The Limited;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-18548;a128X00000CYExyQAH;The Limited Womens Lime Green W hite Sleeveless Top Shirt Size Large;The Limited;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-10474;a128X00000CY57YQAT;The Limited Women's Orange Flor al Cowl Neck Sleeveless Top Size S;The Limited;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-15158;a128X00000CYAnoQAH;The Limited Women's Red Polka D ot Sleeveless Top Size S;The Limited;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-57293;a128X00000B8palQAB;The Limited Maroon Top Women ;The Limited;womens-tops-blouses-t-shirts
MILWAUKEE;10013-0000-19232;a128X00000CYFmvQAH;The Limited Scoop Neck T-Shirt Size L;The Limited;womens-tops-blouses-t-shirts
SEATTLE;10012-0000-55679;a128X00000DMOBQQA5;The Limited Teal 'Drew' Fit Str aight-legged Pants WMN Sz 0;The Limited;womens-bottoms-dress-pants
SEATTLE;10012-0000-76160;a128X00000DO8aSQAT;The Limited Black Shift Dress W MN Sz 6;The Limited;womens-dresses-mini
COLORADO;10011-0000-7375;a128Z00000YDgfGQAT;The North Face Mens Blue Crew N eck Standard Fit Long Sleeve Graphic T Shirt XL;The North Face;mens-tops-shirts-graphic-tees-t-shirts
COLORADO;10011-0000-18697;a128Z00000YEBFZQA5;The North Face Men's Green Henl ey Neck Long Sleeve Graphic T Shirt Size Medium;The North Face;mens-tops-shirts-graphic-tees-t-shirts
COLORADO;10011-0000-209125;a128Z00000ZwoqrQAB;The North Face Soft Shell Jacke t Women's Size M;The North Face;womens-coats-jackets-fleece-nylon
COLORADO;10011-0000-193454;a128Z00000ZSU4FQAX;The North Face Women's Pink Jac ket Size XL;The North Face;womens-coats-jackets-fleece-nylon
MILWAUKEE;10013-0000-4031;a128X00000CXxo0QAD;The North Face Men's Cargo Shor ts Size XL;The North Face;mens-bottoms-shorts
SEATTLE;10012-0000-39238;a128X00000DKzQpQAL;The North Face Grey V-Neck Flee ce T-Shirt  MN L;The North Face;mens-sweaters-crewneck-v-neck
COLORADO;10011-0000-7159;a128Z00000YDfg0QAD;The North Face Mens Gray Long S leeve Round Neck Pullover T Shirt Size Small;The North Face;mens-tops-shirts-graphic-tees-t-shirts
SEATTLE;10012-0000-18632;a128X00000DStvBQAT;The North Face Womens Gray Flat Front Pockets Straight Leg Capri Pants Size 8;The North Face;womens-bottoms-casual-pants
SEATTLE;10012-0000-99595;a128X00000EDtLuQAL;The North Face Women's Jacket S z L w/Monogram;The North Face;womens-coats-jackets-fleece-nylon
SEATTLE;10012-0000-112684;a128X00000Dchd7QAB;The North Face Women’s Goose Do wn Coat Size: MED Hyvent Long Coat Warm Cozy;The North Face;womens-coats-jackets-parkas-winter
SEATTLE;10012-0000-110165;a128X00000DcL8HQAV;The North Face Womens Size S Du nagiri Parka White Winter Coat;The North Face;womens-coats-jackets-parkas-winter
SEATTLE;10012-0000-110772;a128X00000DcY7fQAF;The North Face Thermoball Puff Jacket Nano Puffer Lightweight Coat;The North Face;womens-coats-jackets-puffers-vests
SEATTLE;10012-0000-111120;a128X00000DcdAEQAZ;The North Face Blue Size S Poly ester Shirt;The North Face;womens-tops-blouses-t-shirts
MILWAUKEE;10013-0000-9327;a128X00000CY3ihQAD;Theory Women's Brown Linen Capr i Pants Size 4;Theory;womens-bottoms-capris
MILWAUKEE;10013-0000-24295;a128X00000CYLOLQA5;Theory Womens Flat Front Dress Pants Off White Size 4;Theory;womens-bottoms-dress-pants
MILWAUKEE;10013-0000-3588;a128X00000CXxEHQA1;Theory Women's Black Color 100% Polyester Skirt Size 4;Theory;womens-bottoms-skirts
MILWAUKEE;10013-0000-15128;a128X00000CYAlYQAX;Theory Women's Black Cowl Neck Sleeveless Midi Dress Size Small;Theory;womens-dresses-midi
MILWAUKEE;10013-0000-11205;a128X00000CY609QAD;Theory Fit And Flare Dress Size 2;Theory;womens-dresses-sleeveless
MILWAUKEE;10013-0000-5587;a128X00000CXzegQAD;Theory Women's Dressy Navy Blue Dress Size 2;Theory;womens-dresses-sleeveless
SEATTLE;10012-0000-105515;a128X00000EE9xXQAT;Theory Sylvain Navy/White Size XL Men's LS Button Collar Shirt NWT;Theory;mens-tops-shirts-button-ups
SEATTLE;10012-0000-52861;a128X00000DMEBOQA5;Theory Dark Grey Wool Wide Leg Pant Size 0;Theory;womens-bottoms-dress-pants
SEATTLE;10012-0000-17228;a128X00000DSq30QAD;Theory Womens Black Long Sleeve Zipper Denim Cross Over Military Jacket Sz Small;Theory;womens-coats-jackets-jean
SEATTLE;10012-0000-76463;a128X00000DO9J9QAL;Theory Black/White Striped Swea ter WMN Sz XXL;Theory;womens-sweaters-crewneck
SEATTLE;10012-0000-31488;a128X00000DxNbZQAV;Theory Mock Neck Top WM S ;Theory;womens-tops-blouses-sleeveless
LOSANGELES;10014-0000-136596;a128X00000E33NuQAJ;Theory Men Black Marled Pants 3 3 NWT;Theory;mens-bottoms-dress-pants
MILWAUKEE;10013-0000-13617;a128X00000CY907QAD;Theyskens' Theory Women's Blue Sleeveless Blouse sz P;Theysken's Theory;womens-tops-blouses-blouses
COLORADO;10011-0000-18109;a128Z00000YEArJQAX;Timberland Men's Brown Leather Shoes Size 10;Timberland;mens-shoes
COLORADO;10011-0000-7070;a128Z00000YDfI8QAL;Timberland Women's Brown Work B oots Size 8;Timberland;womens-shoes-boots
MILWAUKEE;10013-0000-62250;a128X00000B8ve9QAB;Timberland Wheat Work Pants Men 's Size 40;Timberland;mens-bottoms-khakis-chinos
SEATTLE;10012-0000-100969;a128X00000EDx5hQAD;Timberland Boot Company Men's C asual Shoes US 12;Timberland;mens-shoes
SEATTLE;10012-0000-108256;a128X00000DcGodQAF;Timberland Classic Handsewn Lug Boat Shoes Brown Mens Sz 9;Timberland;mens-shoes
SEATTLE;10012-0000-92043;a128X00000EDYCmQAP;Timberland Men's Stormbuck Wate rproof Glazed TecTuff Leather Duck Boots Sz 9;Timberland;mens-shoes
SEATTLE;10012-0000-30085;a128X00000DxCQeQAN;Timberland Size 9 Ankle Wedge B oot;Timberland;mens-shoes
SEATTLE;10012-0000-1625;a128X00000DRo0PQAT;Timberland Genuine Leather Size 3.5 Boots;Timberland;mens-shoes-boots
SEATTLE;10012-0000-103636;a128X00000EE4tVQAT;Timberland Pro605 Mens Work Sho es Sz 11M;Timberland;mens-shoes-sneakers-athletic
LOSANGELES;10014-0000-133094;a128X00000E2yvNQAR;Timberland Classic 3 Eye Boat S hoes Size 11.5;Timberland;mens-shoes
LOSANGELES;10014-0000-134743;a128X00000E30vRQAR;Timberland Red Boots Boys 6.5 ;Timberland;mens-shoes-boots
MILWAUKEE;10013-0000-10080;a128X00000CY4b8QAD;Title Nine Gray Pocket Skirt Wo mens SZ 4;Title Nine;womens-bottoms-skirts
SEATTLE;10012-0000-1472;a128X00000DRnhxQAD;Tod's Mint Green Size 39W Balle t Flats;Tod's;womens-shoes
SEATTLE;10012-0000-15766;a128X00000DSj7UQAT;Tod's Black Leather High Heel M ules Sz 9.5;Tod's;womens-shoes-heels
COLORADO;10011-0000-29742;a128Z00000YEXs0QAH;Tommy Bahama Women's Blue White Striped Sleeveless A Line Dress Size Small;Tommy Bahama;womens-dresses-sleeveless
MILWAUKEE;10013-0000-4047;a128X00000CXxpNQAT;Tommy Bahama Men's Swim Trunks Size L;Tommy Bahama;mens-bottoms
MILWAUKEE;10013-0000-8481;a128X00000CY2kDQAT;Tommy Bahana Black Flat Front D ressy Pants Size 4;Tommy Bahama;womens-bottoms-dress-pants
MILWAUKEE;10013-0000-3324;a128X00000CXwrUQAT;Tommy Bahama Women's Blue Flora l Sleeveless Top Size XS;Tommy Bahama;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-54724;a128X00000DMKGdQAP;Tommy Bahama Magenta Half-Zip P ullover MN Sz XXL;Tommy Bahama;mens-sweaters-vest
SEATTLE;10012-0000-60620;a128X00000DMoMlQAL;Tommy Bahama Boracay Beach High Rise Ankle Cotton Pink Pant Jean 6 x 28;Tommy Bahama;womens-bottoms-casual-pants
SEATTLE;10012-0000-103508;a128X00000EE48EQAT;Tommy Bahama | White Jeans | Wm s Sz 8;Tommy Bahama;womens-bottoms-dress-pants
SEATTLE;10012-0000-68074;a128X00000DNOPnQAP;Tommy Bahama Grey Striped Dress WMN Sz S;Tommy Bahama;womens-dresses-maxi
SEATTLE;10012-0000-88118;a128X00000EDL15QAH;Tommy Bahama Long Button Down D ress;Tommy Bahama;womens-dresses-maxi
SEATTLE;10012-0000-56497;a128X00000DMS6RQAX;Tommy Bahama Orange Striped Siz e M Linen Button Up Shirt;Tommy Bahama;womens-tops-blouses-button-ups
SEATTLE;10012-0000-111290;a128X00000DcdSOQAZ;Tommy Bahama Play It Again Plai d Shirt In The Size XS;Tommy Bahama;womens-tops-blouses-button-ups
SEATTLE;10012-0000-30834;a128X00000DxGCXQA3;Tommy Bahama Button Down Floral XS;Tommy Bahama;womens-tops-blouses-long-sleeve
SEATTLE;10012-0000-110405;a128X00000DcVwwQAF;Tommy Bahama Pink Long Sleeve T op;Tommy Bahama;womens-tops-blouses-long-sleeve
SEATTLE;10012-0000-56678;a128X00000DMU5oQAH;Tommy Bahama Sleeveless Shirt S z S NWT;Tommy Bahama;womens-tops-blouses-t-shirts
SEATTLE;10012-0000-47743;a128X00000DLhtmQAD;Tommy Bahama White Cheetah-Prin t Blouse WMN Sz L;Tommy Bahama;womens-tops-blouses-t-shirts
LOSANGELES;10014-0000-103732;a128X00000Du9G2QAJ;Tommy Bahama Men NFL Blue Pullo ver Shirt M NWT;Tommy Bahama;mens-athletic-apparel-shirts
COLORADO;10011-0000-222198;a128Z00000a1WioQAE;Tommy Hilfiger Athletic Shoes M ens Size 12;Tommy Hilfiger;mens-shoes-sneakers-athletic
COLORADO;10011-0000-8088;a128Z00000YDkGiQAL;Tommy Hilfiger Women's Pink Pol yester Dress Size 8 NWT;Tommy Hilfiger;womens-dresses-sleeveless
MILWAUKEE;10013-0000-98441;a128X00000B9UoYQAV;Tommy Hilfiger Men's Dark Blue Wool Blazer No Size Tag;Tommy Hilfiger;mens-suits-sport-coats-sport-coats
MILWAUKEE;10013-0000-21766;a128X00000CYIYSQA5;Tommy Hilfiger Blue Mens Button Up Size L;Tommy Hilfiger;mens-tops-shirts-button-ups
MILWAUKEE;10013-0000-16164;a128X00000CYC2BQAX;Tommy Hilfiger Men's Blue Long Sleeve Button Down Shirt Size M;Tommy Hilfiger;mens-tops-shirts-button-ups
MILWAUKEE;10013-0000-15798;a128X00000CYBabQAH;Tommy Hilfiger Red Short Sleeve Logo Custom Fit Pique Polo Shirt Size M;Tommy Hilfiger;mens-tops-shirts-polo
MILWAUKEE;10013-0000-9155;a128X00000CY3VsQAL;Tommy Hilfiger Navy Blue/Red Sh oes Size Men's 9.5;Tommy Hilfiger;mens-shoes
MILWAUKEE;10013-0000-20092;a128X00000CYGePQAX;Tommy Hilfiger Women's Jeans ;Tommy Hilfiger;womens-bottoms-casual-pants
MILWAUKEE;10013-0000-59258;a128X00000B8s1sQAB;Tommy Hilfiger Paisley Sleevele ss Dress;Tommy Hilfiger;womens-dresses-midi
MILWAUKEE;10013-0000-21010;a128X00000CYHfiQAH;Tommy Hilfiger White Knitted St yle Cardigan Sweater Women's Size S;Tommy Hilfiger;womens-sweaters-cardigans-zip-ups
MILWAUKEE;10013-0000-13612;a128X00000CY8znQAD;Tommy Hilfiger Pink Long Sleeve Knitted V Neck Light Sweater Size M;Tommy Hilfiger;womens-sweaters-v-neck
MILWAUKEE;10013-0000-13746;a128X00000CY98QQAT;Tommy Hilfiger Soft Peach White V Neck Striped Light Sweater Size M;Tommy Hilfiger;womens-sweaters-v-neck
MILWAUKEE;10013-0000-18881;a128X00000CYFMsQAP;Tommy Hilfiger Shoes Size 7M Sn eaker White Logo;Tommy Hilfiger;womens-shoes
LOSANGELES;10014-0000-135458;a128X00000E31tFQAR;Tommy Hilfiger Men Blue Long Sl eeve Button Up 18;Tommy Hilfiger;mens-tops-shirts-button-ups
LOSANGELES;10014-0000-135883;a128X00000E32QJQAZ;Tommy Hilfiger Men's Classic Pe nny Loafer Size 8.5;Tommy Hilfiger;mens-shoes
COLORADO;10011-0000-12757;a128Z00000YDwaJQAT;Toms Women's Gray Plaid Ankle B oots Size W8.5;TOMS;womens-shoes-boots
COLORADO;10011-0000-2734;a128Z00000YDMAuQAP;Toms Women's Shoes Size 6 ;TOMS;womens-shoes-sneakers
MILWAUKEE;10013-0000-28804;a128X00000CYQ6MQAX;Toms Preston Dark Grey Oxford W ashed Canvas Men's Shoes Size: 13 US;TOMS;mens-shoes
MILWAUKEE;10013-0000-20116;a128X00000CYGgyQAH;Toms Sandal Open Toe Wedge Clar issa Strappy White Size Women's 7.5W;TOMS;womens-shoes
MILWAUKEE;10013-0000-18210;a128X00000CYEYnQAP;TOMS Women's Seasonal Classics Coral Blanket Stripe Loafer Size: 8 US;TOMS;womens-shoes-flats
MILWAUKEE;10013-0000-128961;a128X00000EIQJpQAP;Toms Authentic Classic Womens C anvas Shoes Color White;TOMS;womens-shoes-sneakers
LOSANGELES;10014-0000-135428;a128X00000E31qLQAR;TOMS PANDA ALPARGATA WOMEN'S Sh oe Size 6;TOMS;womens-shoes
COLORADO;10011-0000-185962;a128Z00000ZoT4IQAV;Tony Lama Women's Black Embroid ered Shaft Western Boots Size 7B;Tony Lama;womens-shoes-boots
MILWAUKEE;10013-0000-12675;a128X00000CY7obQAD;Topshop Women's Dark Wash Jamie Skinny Jeans Size W26 L30;Topshop;womens-bottoms-casual-pants
MILWAUKEE;10013-0000-8639;a128X00000CY2vBQAT;Topshop Black Formal Lace Back Spaghetti Strap Formal Romper Size 4;Topshop;womens-dresses-jumpsuits
MILWAUKEE;10013-0000-9258;a128X00000CY3eLQAT;Topshop Women's Black & Blue Ey elet Pencil Dress Size 2;Topshop;womens-dresses-midi
MILWAUKEE;10013-0000-12103;a128X00000CY763QAD;TopShop Mini Black Ruffle Strap Dress Size 2;Topshop;womens-dresses-mini
MILWAUKEE;10013-0000-12802;a128X00000CY81OQAT;Topshop Women's Floral Jacquard Mini Dress Size 6 NWT;Topshop;womens-dresses-mini
SEATTLE;10012-0000-69366;a128X00000DNbuzQAD;TOPSHOP Boutique Women's Orange Jean Size 6;Topshop;womens-bottoms-casual-pants
SEATTLE;10012-0000-52238;a128X00000DMBSrQAP;TopShop Moto Jamie W26 Distress ed Skinny Jean Black Women's Pant;Topshop;womens-bottoms-casual-pants
SEATTLE;10012-0000-54526;a128X00000DMJj9QAH;Topshop Blue Polka-Dot Pants WM N Sz 26x30;Topshop;womens-bottoms-dress-pants
SEATTLE;10012-0000-55220;a128X00000DMNFpQAP;TopShop Black Midi Dress - Size 4;Topshop;womens-dresses-midi
SEATTLE;10012-0000-73800;a128X00000DNvYGQA1;Topshop Mom Jeans Petite 30 W/ 28 L NWT;Topshop;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-17106;a128X00000DSpuvQAD;Topshop Womens Gray 5 Pocket De sign Distressed Denim Straight Leg Jeans Size 28;Topshop;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-16312;a128X00000DSkGsQAL;Topshop Womens Red Collared Lon g Sleeve Zip Pullover Sweater Size 6;Topshop;womens-sweaters-collared
MILWAUKEE;10013-0000-109630;a128X00000B9eUrQAJ;Torrid WM 1 ;Torrid;womens-dresses-sleeveless
MILWAUKEE;10013-0000-16848;a128X00000CYCqpQAH;TORRID Women's Beige Cardigan S ize XS;Torrid;womens-sweaters-cardigans-zip-ups
MILWAUKEE;10013-0000-16842;a128X00000CYCqLQAX;TORRID Women's Orange Peach Flo ral Tiered Cami Tank Top Size XS;Torrid;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-15253;a128X00000CYAvnQAH;TORRID Women's Black Scoop Neck Classic Fit T-Shirt Size 3;Torrid;womens-tops-blouses-t-shirts
SEATTLE;10012-0000-73534;a128X00000DNv8SQAT;Torrid Black Vertical Stripe Dr awstring Pant;Torrid;womens-bottoms-casual-pants
SEATTLE;10012-0000-103505;a128X00000EE480QAD;TORRID | Fuchsia Work Pant | Wm s Sz 12;Torrid;womens-bottoms-dress-pants
SEATTLE;10012-0000-44160;a128X00000DLRnvQAH;Torrid White Cotton Blend Mid R ise Ankle Crop Jeans WM Size 10;Torrid;womens-jeans-straight-boyfriend
SEATTLE;10012-0000-92237;a128X00000EDYQaQAP;Torrid Purple A-Line Blouse WM Plus 4;Torrid;womens-tops-blouses-button-ups
SEATTLE;10012-0000-55947;a128X00000DMQtUQAX;Torrid Sleeveless Lace Collared Top - Size 0;Torrid;womens-tops-blouses-sleeveless
SEATTLE;10012-0000-111726;a128X00000DceXjQAJ;Torrid Womens Shirt Sz 1 NWT ;Torrid;womens-tops-blouses-t-shirts
SEATTLE;10012-0000-5160;a128X00000DRwt0QAD;Torrid Black Strappy Man-made L eather Size 7.5W Sandals;Torrid;womens-shoes-sandals
LOSANGELES;10014-0000-63525;a128X00000DtKq9QAF;Torrid Women Black Puffer Jacke t 4;Torrid;womens-activewear-jackets
LOSANGELES;10014-0000-43960;a128X00000DHSDBQA5;Torrid Women Pink Mini Dress 3 ;Torrid;womens-dresses-sleeveless
LOSANGELES;10014-0000-31689;a128X00000DHD0xQAH;Torrid Women Jeans 3XL Denim Bl ue;Torrid;womens-jeans-wide-leg
LOSANGELES;10014-0000-59491;a128X00000DtFkGQAV;Torrid Women Multicolor Floral Tank Top 4X;Torrid;womens-tops-blouses-sleeveless
LOSANGELES;10014-0000-6165;a128X00000DGjV1QAL;Torrid Women T Shirt 4 ;Torrid;womens-tops-blouses-t-shirts
LOSANGELES;10014-0000-63734;a128X00000DtL8cQAF;Torrid Womens Black T Shirt Siz e 1  NWT;Torrid;womens-tops-blouses-t-shirts
LOSANGELES;10014-0000-45200;a128X00000DHTlcQAH;Torrid Snakeskin Print D'Orsay Flats Size 11W;Torrid;womens-shoes-flats
SEATTLE;10012-0000-110482;a128X00000DcW7BQAV;Tory Burch Beige Pink Long Slee ve Tunic Sweater Keyhole Neckline with Chain;Tory Burch;womens-sweaters-crewneck
SEATTLE;10012-0000-74716;a128X00000DNyZ9QAL;Tory Burch Off-White V-Neck Hoo die WMN Sz XS;Tory Burch;womens-sweaters-v-neck
SEATTLE;10012-0000-36266;a128X00000DxtJVQAZ;Tory Sport White Knit Polo Shir t WM L;Tory Burch;womens-tops-blouses-sleeveless
LOSANGELES;10014-0000-136792;a128X00000E33elQAB;Tory Burch Women Tan Knit Sweat er S;Tory Burch;womens-sweaters-crewneck
COLORADO;10011-0000-12594;a128Z00000YDw5zQAD;Totes Bella Women's Quilted Fur Trim Fashion Waterproof Snow Boots 7;Totes;womens-shoes-boots
SEATTLE;10012-0000-72574;a128X00000DNtN4QAL;Travel Smith Brown Zip Up Jacke t Sz XL;TravelSmith;womens-coats-jackets-jean
COLORADO;10011-0000-206224;a128Z00000ZvyZnQAJ;Trina Turk Dress Pants Women's s4;Trina Turk;womens-bottoms-dress-pants
MILWAUKEE;10013-0000-4897;a128X00000CXymaQAD;Trina Turk Swim Suit Cover Up S ize L;Trina Turk;womens-activewear-swimwear
SEATTLE;10012-0000-74396;a128X00000DNxtuQAD;Trina Turk Los Angeles Straight Leg Pant;Trina Turk;womens-bottoms-dress-pants
SEATTLE;10012-0000-99977;a128X00000EDu2SQAT;Trina Turk Shorts Sz 2 ;Trina Turk;womens-bottoms-shorts
SEATTLE;10012-0000-108024;a128X00000DcGHAQA3;Trina Turk Sleeveless Dress Sz 6;Trina Turk;womens-dresses-long-sleeve
SEATTLE;10012-0000-10423;a128X00000DSMGvQAP;Trina Turk Womens Multicolor Ro und Neck Short Bell Sleeve Mini Dress Size 8;Trina Turk;womens-dresses-mini
LOSANGELES;10014-0000-119177;a128X00000DuSmCQAV;Trina Turk Women Black Floral P rint Skirt 10;Trina Turk;womens-bottoms-skirts
LOSANGELES;10014-0000-79725;a128X00000DteyDQAR;Trina Turk Women Dress Black ;Trina Turk;womens-dresses-sleeveless
LOSANGELES;10014-0000-11439;a128X00000DGpv1QAD;Trina Turk Women Dress S ;Trina Turk;womens-dresses-sleeveless
MILWAUKEE;10013-0000-63145;a128X00000B8whxQAB;True Religion Womens Red Jeggin gs Size 14;True Religion;womens-jeans-jeggings
SEATTLE;10012-0000-65883;a128X00000DNCYqQAP;True Religion Purple Cotton/Pol yester Size 31 Pants;True Religion;womens-bottoms-dress-pants
SEATTLE;10012-0000-106388;a128X00000EEBKfQAP;True Religion Women's Denim Jac ket Size XS;True Religion;womens-coats-jackets-jean
SEATTLE;10012-0000-80758;a128X00000DOSbeQAH;True Religion Becky Boot Cut Wo men's Jeans Size 28;True Religion;womens-jeans-flare-boot-cut
SEATTLE;10012-0000-52693;a128X00000DMCyFQAX;True Religion Women's Jeans Siz e 28;True Religion;womens-jeans-flare-boot-cut
LOSANGELES;10014-0000-44505;a128X00000DHSshQAH;True Religion Jeans Men XL ;True Religion;mens-bottoms-jeans-corduroys
SEATTLE;10012-0000-111964;a128X00000DcfCrQAJ;Tumi Tech Black Jacket 46 Chest ;Tumi;mens-coats-jackets-jean
MILWAUKEE;10013-0000-63052;a128X00000B8wbQQAR;Grey Under Armour Shirt Women's Size Sm;Under Armour;womens-tops-blouses-t-shirts
COLORADO;10011-0000-198013;a128Z00000ZszvHQAR;Under Armour Long Sleeve Stripe d Pattern Athletic Shirt Size Large;Under Armour;mens-athletic-apparel-shirts
COLORADO;10011-0000-196750;a128Z00000ZsZTWQA3;Under Armour Men's Heatgear Blu e Striped Short Sleeve Polo Size L;Under Armour;mens-tops-shirts-casual
COLORADO;10011-0000-235017;a128Z00000a5J7dQAE;Under Armour (Blood Sweat Respe ct) Running Shoes size 8;Under Armour;mens-shoes-sneakers-athletic
COLORADO;10011-0000-13057;a128Z00000YDxZZQA1;Under Armour Men's Shoes Size 1 2;Under Armour;mens-shoes-sneakers-athletic
COLORADO;10011-0000-198276;a128Z00000Zt20NQAR;Under Armour Shoes Mens Size 8. 5;Under Armour;mens-shoes-sneakers-athletic
COLORADO;10011-0000-3271;a128Z00000YDNZfQAP;Under Armour UA Highlight Lux F ootball Cleats Size 8;Under Armour;mens-shoes-sneakers-athletic
COLORADO;10011-0000-21150;a128Z00000YEFAyQAP;Under Armor Women's Crop Tank ;Under Armour;womens-tops-blouses-sleeveless
MILWAUKEE;10013-0000-17628;a128X00000CYDo6QAH;Under Armour Men's Charged Gree n Striped Hoodie Size M;Under Armour;mens-athletic-apparel-hoodies-pullovers
MILWAUKEE;10013-0000-2526;a128X00000CXvqTQAT;Under Armour Men's Tech 2.0 Rat teleade Training T-Shirt Sz XL;Under Armour;mens-athletic-apparel-shirts
MILWAUKEE;10013-0000-4868;a128X00000CXyoLQAT;Under Armour Men's Maryland Gra y Tech Large Tank Top;Under Armour;mens-tops-shirts-tanks
MILWAUKEE;10013-0000-14820;a128X00000CYAO5QAP;Under Armour Women's Gray Neon Green Compression Leggings Sz M;Under Armour;womens-activewear-leggings
MILWAUKEE;10013-0000-13585;a128X00000CY8yLQAT;Under Armour Women's Heat Gear Compression Crop Leggings Size XS;Under Armour;womens-activewear-leggings
MILWAUKEE;10013-0000-23101;a128X00000CYKA3QAP;Under Armour Women's Navy Blue Capri Pants sz unknown;Under Armour;womens-activewear-leggings
MILWAUKEE;10013-0000-4554;a128X00000CXyQKQA1;Under Armour Women's Semi-Fitte d Shorts Size Small;Under Armour;womens-activewear-shorts
MILWAUKEE;10013-0000-13928;a128X00000CY9JZQA1;Under Armor Women's Activewear Top Size XS;Under Armour;womens-activewear-tops
MILWAUKEE;10013-0000-14115;a128X00000CY9UXQA1;Under Armour Women's Athletic T op;Under Armour;womens-activewear-tops
MILWAUKEE;10013-0000-13585;a128X00000CY8yLQAT;Under Armour Women's Heat Gear Pink Activewear T-Shirt Size S;Under Armour;womens-activewear-tops
MILWAUKEE;10013-0000-16582;a128X00000CYCVxQAP;Under Armour Heat Gear Black & Pink Athletic Pants Women's Size XS;Under Armour;womens-bottoms-casual-pants
MILWAUKEE;10013-0000-4401;a128X00000CXyF6QAL;Under Armor Semi Fitted Heat Ge ar Yellow Women's T Shirt Size SM;Under Armour;womens-tops-blouses-t-shirts
LOSANGELES;10014-0000-88282;a128X00000Dtpz7QAB;Under Armour Men White Graphic Hoodie L;Under Armour;mens-athletic-apparel-hoodies-pullovers
LOSANGELES;10014-0000-111445;a128X00000DuJ38QAF;Under Armour Anatomix Spawn 2 B asketball Shoes 3023322-401 Size 15M/16.5W Blue;Under Armour;mens-shoes-sneakers-athletic
LOSANGELES;10014-0000-134688;a128X00000E30tOQAR;Under Armour Charged Ultimate W hite Iced Men's Sneakers Tennis Shoes Size 8.5;Under Armour;mens-shoes-sneakers-athletic
LOSANGELES;10014-0000-110372;a128X00000DuHfUQAV;Under Armour Men's UA Renegade MC Cleats Size 10;Under Armour;mens-shoes-sneakers-athletic
LOSANGELES;10014-0000-127478;a128X00000DudfbQAB;Under Armour Women's Spine Glyd e Low Spiked Softball Cleat Size 5.5;Under Armour;womens-shoes-sneakers
